2002-09-05,404.08,412.50,388.75,400.42,37622700
2002-09-04,409.88,420.13,396.00,404.00,53100436
2002-09-03,429.50,431.00,402.30,414.46,43410440
2002-09-02,430.00,437.50,425.00,434.00,18477664
2002-08-30,426.08,450.50,425.59,433.50,55310488
2002-08-29,440.00,441.00,423.89,431.50,25768934
2002-08-28,459.91,460.00,439.00,443.77,26702062
2002-08-27,447.00,465.41,444.50,458.85,31106438
2002-08-23,449.91,460.00,449.91,456.04,21687752
2002-08-22,448.50,454.00,439.09,448.91,34717784
2002-08-21,437.00,454.50,435.50,442.54,64561964
2002-08-20,450.50,462.00,441.20,453.91,25329448
2002-08-19,445.41,450.75,438.87,449.50,21335552
2002-08-16,442.86,451.50,438.50,445.15,20627028
2002-08-15,425.72,449.50,425.72,441.22,23986116
2002-08-14,439.09,441.41,422.00,425.01,31206880
2002-08-13,433.59,442.75,427.25,436.34,48506564
2002-08-12,447.59,447.59,431.85,438.20,25697214
2002-08-09,438.14,447.50,427.00,438.96,35230508
2002-08-08,430.41,440.00,426.72,434.60,47724764
2002-08-07,422.92,461.50,420.18,423.92,55144836
2002-08-06,407.58,425.00,393.98,406.00,55064084
2002-08-05,410.58,415.87,400.00,409.65,31118290
2002-08-02,415.33,436.91,405.00,414.87,41365260
2002-08-01,435.91,446.00,404.00,419.16,73400032
2002-07-31,423.75,436.50,415.08,429.98,110827816
2002-07-30,417.92,435.06,413.58,426.00,53725752
2002-07-29,400.58,419.00,398.58,412.56,38520452
2002-07-26,401.08,403.00,388.50,398.64,58543280
2002-07-25,402.00,407.61,371.57,397.00,67893264
2002-07-24,394.81,394.81,370.00,391.00,66479700
2002-07-23,398.75,399.00,379.92,390.94,81636880
2002-07-22,402.00,419.49,379.00,397.92,129502448
2002-07-19,426.84,433.41,412.50,417.00,106657552
2002-07-18,406.02,439.00,406.02,428.66,103440552
2002-07-17,411.58,438.00,402.00,410.39,111908000
2002-07-16,415.00,426.00,392.50,411.50,65531032
2002-07-15,440.50,454.00,410.00,426.00,63278056
2002-07-12,456.59,481.50,445.50,462.26,47646808
2002-07-11,478.40,478.40,456.50,464.06,68038800
2002-07-10,499.10,499.10,472.00,483.50,130167680
2002-07-09,506.60,510.50,493.50,500.29,33131404
2002-07-08,508.60,512.50,504.00,507.94,36465704
2002-07-05,495.90,510.13,495.90,505.38,30029618
2002-07-04,485.27,497.00,483.00,494.99,29730060
2002-07-03,485.00,492.50,476.80,486.97,51673824
2002-07-02,497.21,499.90,484.00,487.63,43098096
2002-07-01,494.90,506.50,477.00,493.62,40684548
2002-06-28,474.90,497.10,468.00,493.28,40061792
2002-06-27,480.00,485.00,471.50,475.00,55283168
